,ID,Topic,Source,Question,Translation
20,Al-en-43,Holidays/Celebration/Leisure,English (US),¿Cuál es una actividad de interior popular para las familias en España?,What is a popular indoor activity for families in Spain?
21,An-ar-02,Education,Arabic (Algeria),¿Dónde almuerzan los estudiantes universitarios en España?,Where do university students have lunch in Spain?
22,An-ar-03,Education,Arabic (Algeria),¿En qué mes se suele programar el período de exámenes finales en los institutos de España? (Indica solo con números del 1 al 12).,Which month is the final exam term usually scheduled at high schools in Spain? (Provide Arabic numerals (1~12) only.)
23,An-ar-08,Education,Arabic (Algeria),"¿Cuántas horas al día suelen pasar los estudiantes en el instituto en España? (Indica el número en números enteros (0~24), sin ningún decimal.)","How many hours a day do students in Spain usually spend at high school? (Provide Arabic numerals in integers (0~24), without any decimal points.)"
24,An-ar-09,Education,Arabic (Algeria),"¿Cuántos idiomas estudian los alumnos en el instituto en España? (Indica solo en números, por ejemplo, 5.)","How many languages do students study at high school in Spain? (Provide Arabic numerals (e.g., 5) only.)"
25,An-ar-34,Sport,Arabic (Algeria),¿Cuál es el deporte de equipo más popular que se juega en las escuelas en España?,What is the most popular sport played in a team at school in Spain?
26,An-ar-35,Sport,Arabic (Algeria),¿Quién es el comentarista deportivo más popular en España?,Who is the most popular sport commentator in Spain?
27,An-ar-36,Sport,Arabic (Algeria),¿Cuál es el equipo deportivo más popular en España?,What is the most popular sport team in Spain?
28,An-ar-43,Sport,Arabic (Algeria),¿Cuáles son los lugares o establecimientos habituales donde la gente en España suele reunirse para ver las retransmisiones deportivas?,What are the common places or venues where individuals in Spain usually gather to watch sports broadcasts?
29,Ca-sp-05,Food,Spanish (Spain),"¿Cuántas comidas al día suelen tener las personas de España? (Porporciona la respuesta en números (por ejemplo, 5).)","How many meals per day do people from Spain usually have? (Provide Arabic numerals (e.g., 5) only.)"
30,Ca-sp-06,Food,Spanish (Spain),¿Cuál es la comida más importante del día para la gente de España?,Which is the most important meal of the day to people from Spain?
31,Ca-sp-08,Food,Spanish (Spain),¿Cuál es el ingrediente más común utilizado en la dieta española?,What is the most common ingredient used in Spain's diet?
32,Ca-sp-09,Food,Spanish (Spain),¿Qué suelen comer los españoles de postre?,What do people from Spain usually eat for dessert?
33,Ca-sp-11,Food,Spanish (Spain),¿Qué día de la semana suelen organizar una comida familiar en España?,Which day of the week do people usually organize a family meal in Spain?
34,Ca-sp-14,Food,Spanish (Spain),¿Cuál es la bebida caliente más popular en España?,Which is the most popular hot drink in Spain?
35,Ca-sp-19,Holidays/Celebration/Leisure,Spanish (Spain),¿Qué suelen beber los jóvenes de España en la discoteca?,What do young people from Spain usually drink at the night club?
36,Ca-sp-21,Holidays/Celebration/Leisure,Spanish (Spain),¿En qué mes suelen las personas tomar vacaciones en España? (Proporciona la respuesta en números del 1 al 12).,At which month do people usually take holidays in Spain? (Provide Arabic numerals (1~12) only.)
37,Ca-sp-29,Holidays/Celebration/Leisure,Spanish (Spain),¿Qué tradición hay en España para Nochevieja?,What tradition is there in Spain for New Year's Eve?
38,Ca-sp-38,Family,Spanish (Spain),¿Cuál es el tipo de casa típico para una familia en España?,Which is the typical type of house for a family in Spain?
39,Ca-sp-41,Family,Spanish (Spain),¿Dónde suelen vivir las personas mayores dependientes en España?,Where do the dependent elderly usually live in Spain?
40,Ca-sp-42,Family,Spanish (Spain),"¿Cuántas semanas dura la baja por maternidad en España para las madres? (Proporciona la respuesta en números, por ejemplo, 20).","How long (in weeks) is Spain's maternity leave for mums? (Provide Arabic numerals (e.g., 20) only.)"
41,Ca-sp-43,Family,Spanish (Spain),"¿Cuántas semanas dura la baja por paternidad en España para los padres? (Proporciona la respuesta en números, por ejemplo, 20).","How long (in weeks) is Spain's paternity leave for dads? (Provide Arabic numerals (e.g., 20) only.)"
42,Ca-sp-45,Family,Spanish (Spain),¿Qué tipo de destino se elige comúnmente para unas vacaciones familiares en España?,What type of destination is commonly chosen for a family vacation in Spain?
43,Gu-ch-05,Sport,Chinese (China),¿Qué deportes prefieren los mayores en España?,What sports do seniors like the most in Spain?
44,Gu-ch-06,Sport,Chinese (China),¿Qué deportes prefieren practicar los hombres en España?,What sports do men like to play the most in Spain?
45,Gu-ch-07,Sport,Chinese (China),¿Quién es el jugador de baloncesto más famoso de España?,Who is the most famous basketball player in Spain?
46,Gu-ch-08,Sport,Chinese (China),¿Cuál es el deporte más popular entre los niños en España?,What is the most popular sports among children in Spain?
47,Gu-ch-09,Sport,Chinese (China),¿Qué deportes les gusta practicar más a las mujeres en España?,What sports do women like to play the most in Spain?
48,Gu-ch-11,Sport,Chinese (China),¿En qué evento deportivo ha ganado España más medallas de oro en los Juegos Olímpicos?,What sports event has Spain won the most gold medals at the Olympics?
49,Gu-ch-15,Sport,Chinese (China),¿Qué deportes prefieren practicar los estudiantes universitarios en España?,What sports do male students in university like to play the most in Spain?
50,Gu-ch-16,Family,Chinese (China),"¿Cuántas personas hay en una familia de media en España? (Proporciona la respuesta en números (por ejemplo, 12).)","How many people are there in a family on average in Spain? (Provide Arabic numerals (e.g., 12) only.)"
51,Gu-ch-18,Family,Chinese (China),¿Cuántos hijos suelen tener las parejas en España? (Proporciona la respuesta en números),"How many children do couples usually have in Spain? (Provide Arabic numerals (e.g., 12) only.)"
52,Gu-ch-31,Education,Chinese (China),"¿Cuál es la duración en años de la educación primaria en España? (Proporciona la respuesta en números (por ejemplo, 12).)","What is the duration of elementary school in years in Spain? (Provide Arabic numerals (e.g., 12) only.)"
53,Gu-ch-32,Education,Chinese (China),"¿Cuál es la duración en años de la educación obligatoria en España? (Proporciona la respuesta en números (por ejemplo, 12).)","What is the duration of compulsory education in years in Spain? (Provide Arabic numerals (e.g., 12) only.)"
54,Gu-ch-33,Education,Chinese (China),"¿A partir de qué edad comienzan los estudiantes a aprender su segundo idioma en España? (Proporciona la respuesta en números (por ejemplo, 12).)","From which age do students start learning their second language in Spain? (Provide Arabic numerals (e.g., 12) only.)"
55,Gu-ch-38,Education,Chinese (China),"¿Cuál es la duración de la educación universitaria de grado en España? (Proporciona la respuesta en números (por ejemplo, 12).)","What is the duration of undergraduate education in Spain? (Provide Arabic numerals (e.g., 12) only.)"
56,Gu-ch-40,Education,Chinese (China),"¿A qué hora salen los alumnos de primaria más pequeños del colegio en España? (Indica en formato HH:MM (por ejemplo, 18:00, 09:00).)","What time do younger elementary school students finish school in Spain? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
57,Gu-ch-41,Education,Chinese (China),"¿Cuántos instrumentos musicales suelen tocar los alumnos de primaria en España? (Proporciona la respuesta en números (por ejemplo, 12).)","How many musical instruments do elementary school students in Spain typically play? (Provide Arabic numerals (e.g., 12) only.)"
58,Ji-ko-02,Work life,Korean (South Korea),¿Qué día de la semana prefieren las personas en España para tener cenas de empresa?,What day of the week do people in Spain prefer to have company dinners?
59,Ji-ko-03,Work life,Korean (South Korea),¿Qué región/ciudad tiene el mayor número de empresas financieras en España?,Which region/city has the highest number of financial companies in Spain?
60,Ji-ko-07,Work life,Korean (South Korea),¿Cuál es la empresa privada más famosa de España?,What is the most famous private company in Spain?
61,Ji-ko-08,Work life,Korean (South Korea),"¿Cuál es el número máximo de horas que se pueden trabajar por semana en España? (Porporciona la respuesta en números (por ejemplo, 12).)","What is the maximum number of hours one can work per week in Spain? (Provide Arabic numerals (e.g., 12) only.)"
62,Ji-ko-09,Work life,Korean (South Korea),¿Qué suelen comer las personas durante una reunión de empresa en España?,What do people typically eat during company get-together in Spain?
63,Ji-ko-14,Work life,Korean (South Korea),¿Cuál es el producto de exportación representativo de España?,What is the representative export item of Spain?
64,Ji-ko-15,Work life,Korean (South Korea),"¿Cuánto dura (en horas) la pausa para el almuerzo típica en España? (Porporciona la respuesta en números (p. ej., 2, 3.5).)","How long (in hours) is the typical lunch break in Spain? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
65,Ji-ko-16,Family,Korean (South Korea),¿Dónde se quedan las madres durante un cierto período después del parto para recuperarse en España?,Where do mothers stay for a certain period after childbirth for recovery in Spain?
66,Ji-ko-19,Family,Korean (South Korea),¿Cuál es la flor que se regala más comúnmente en España en el Día de los Padres?,What is Spain's most commonly given flower on Parents' Day?
67,Ji-ko-22,Family,Korean (South Korea),¿En qué gastan especialmente las personas su primer sueldo en la sociedad española?,What do people especially spend their first salary on in Spain's society?
68,Ji-ko-24,Family,Korean (South Korea),¿Cuál es la instalación recreativa preferida por los niños en España?,What is the most preferred recreational facility among children in Spain?
69,Ji-ko-25,Family,Korean (South Korea),¿Cuáles son las festividades relacionadas con la familia en España?,What are the family-related holidays in Spain?
70,Ji-ko-26,Family,Korean (South Korea),¿Cuáles son los hitos clave asociados con la independencia de los niños de sus padres en la sociedad española?,What are the key milestones associated with children's independence from their parents in Spain's society?
71,Ji-ko-27,Family,Korean (South Korea),¿Cuál es el regalo habitual que se da al visitar a los padres ancianos en España?,What is the common gift you give when visiting elderly parents in Spain?
72,Ji-ko-28,Family,Korean (South Korea),¿Cuál es el primer día que se celebra después de que nace un niño en España?,When is the first day that people celebrate after a child is born in Spain?
73,Ji-ko-29,Family,Korean (South Korea),¿Qué cumpleaños se celebra con mayor pompa en la sociedad española?,Which age's birthday is celebrated the most grandly in Spain's society?
74,Ji-ko-31,Education,Korean (South Korea),¿Dónde suelen estudiar para los exámenes los alumnos de secundaria y bachillerato en España?,Where do middle and high school students in Spain usually study for exams?
75,Ji-ko-33,Education,Korean (South Korea),¿Adónde suelen ir los estudiantes de secundaria en España después de cenar?,Where do high school students in Spain usually go after dinner?
76,Ji-ko-34,Education,Korean (South Korea),¿Cómo van al colegio los alumnos de primaria en España?,How do elementary school students in Spain go to school?
77,Ji-ko-35,Education,Korean (South Korea),¿Cuál es la forma más común de educación privada en España?,What is the most common form of private education in Spain?
78,Ji-ko-36,Education,Korean (South Korea),¿A qué academia o instituto educativo privado de qué asignatura asisten más frecuentemente los estudiantes de secundaria o bachillerato en España?,Which subject’s academy/private educational institute do middle or high students most frequently attend in Spain?
79,Ji-ko-37,Education,Korean (South Korea),¿Qué tipo de ropa llevan los estudiantes de secundaria y bachillerato al colegio en España?,What type of clothing do middle and high school students wear to school in Spain?
80,Ji-ko-38,Education,Korean (South Korea),¿Qué carrera se considera la más difícil para ser admitido en España?,Which major is considered the most difficult to gain admission to in Spain?
81,Ji-ko-39,Education,Korean (South Korea),¿Cuál es el instrumento musical más comúnmente aprendido por los estudiantes de primaria en España?,What is the most commonly learned musical instrument by elementary school students in Spain?
82,Ji-ko-40,Education,Korean (South Korea),¿Qué suelen hacer los estudiantes de secundaria durante el recreo en los colegios de España?,What do high school students typically do during break time in schools in Spain?
83,Ji-ko-41,Education,Korean (South Korea),¿Qué tipo de zapatos usan los estudiantes en las escuelas en España?,What kind of shoes do students wear in schools in Spain?
84,Ji-ko-42,Education,Korean (South Korea),¿Cuáles son las asignaturas obligatorias en la prueba de acceso a la universidad en España?,What are the required subjects in Spain's university entrance exam?
85,Ji-ko-44,Education,Korean (South Korea),¿Qué zona (dentro de una ciudad) en España tiene el mayor fervor académico?,Which region (within a city) in Spain has the highest academic fervor?
86,Ji-ko-45,Education,Korean (South Korea),¿Qué es lo que más esperan las personas de los festivales universitarios en España?,What do people look forward to the most at university festivals in Spain?
87,Jo-sp-01,Sport,Spanish (Spain),¿Cuál es el segundo deporte más popular en España?,What is the second most popular sport in Spain?
88,Jo-sp-02,Sport,Spanish (Spain),¿Cuál es el deporte más popular jugado sin pelota en España?,What is the most popular sport played without a ball in Spain?
89,Jo-sp-09,Sport,Spanish (Spain),¿Qué deportes están más asociados con la clase alta en España?,What sports are most associated with the upper class in Spain?
90,Jo-sp-13,Sport,Spanish (Spain),¿Cuál es el deporte acuático más popular en España?,What is the most popular water sport in Spain?
91,Jo-sp-14,Sport,Spanish (Spain),¿Cuál es el deporte mental más popular en España?,What is the most popular mental sport in Spain?
92,Jo-sp-18,Work life,Spanish (Spain),"¿Cuántos días de vacaciones al año recibe un trabajador estándar en España? (Porporciona la respuesta en números (por ejemplo, 12).)","How many holiday days per year does a standard worker gets in Spain? (Provide Arabic numerals (e.g., 12) only.)"
93,Jo-sp-19,Work life,Spanish (Spain),¿Qué región de España ha estado tradicionalmente asociada con la agricultura?,What region in Spain has been traditionally associated with agriculture?
94,Jo-sp-21,Work life,Spanish (Spain),"¿A qué hora, si la hay, suele la gente salir del trabajo para comer en España? (Indicar en formato HH:MM (por ejemplo, 18:00, 09:00).)","What time, if any, do people usually leave work for lunch in Spain? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
95,Jo-sp-31,Education,Spanish (Spain),"¿A qué hora suelen salir los estudiantes de secundaria del colegio en España? (Indica en formato HH:MM (por ejemplo, 18:00, 09:00).)","What time do high school students tend to leave school in Spain? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
96,Jo-sp-32,Education,Spanish (Spain),¿Qué deporte suelen practicar los alumnos de primaria en los colegios de España?,What sport do elementary school students tend to practice at school in Spain?
97,Jo-sp-36,Education,Spanish (Spain),"¿Cuántas semanas duran las vacaciones de verano en las escuelas primarias de España? (Proporciona la respuesta en números (por ejemplo, 7, 8).)","How long (in weeks) are summer vacations at elementary schools in Spain? (Provide in Arabic numerals (e.g., 7, 8) only.)"
98,Jo-sp-37,Education,Spanish (Spain),"¿Cuántas semanas duran las vacaciones de verano en las universidades de España? (Proporciona la respuesta en números (por ejemplo, 7, 8)).","How long (in weeks) are summer vacations at universities in Spain? (Provide in Arabic numerals (e.g., 7, 8) only.)"
99,Jo-sp-39,Education,Spanish (Spain),"¿A qué edad comienza la educación primaria en España? (Proporciona la respuesta en números (por ejemplo, 7, 8)).","At what age does elementary education begin in Spain? (Provide in Arabic numerals (e.g., 7, 8) only.)"
100,Jo-sp-43,Education,Spanish (Spain),"¿Cuántos idiomas se estudian en la educación primaria además del idioma oficial de España? (Proporciona la respuesta en números (por ejemplo, 7, 8))","How many languages are studied in elementary education besides Spain's official language? (Provide in Arabic numerals (e.g., 7, 8) only.)"
101,Jod-ch-01,Food,Chinese (China),¿Qué utensilios de comida se utilizan comúnmente en España?,What eating utensils do people commonly used in Spain?
102,Jod-ch-04,Food,Chinese (China),¿Qué bebida no-alcohólica le suele gustar a la gente en España?,What soft drink do people in Spain like to have?
103,Jod-ch-06,Food,Chinese (China),¿Cuál es el alcohol tradicional más popular en España?,What is the most popular traditional alcohol in Spain?
104,Jod-ch-07,Food,Chinese (China),"¿Cuánto tiempo (en horas) tardan las personas en España en promedio para cenar en un restaurante? (Porporciona la respuesta en números (p. ej., 2, 3.5).)","How long (in hours) on average does it take for people in Spain to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
105,Jod-ch-09,Food,Chinese (China),"¿A qué hora suelen cenar las personas en España? (Indica en formato HH:MM (por ejemplo, 18:00, 09:00).)","What time do people usually have dinner in Spain? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
106,Jod-ch-12,Food,Chinese (China),¿Qué tipo de sopa les gusta tomar a las personas de España?,What kind of soup do people from Spain like to have?
107,Jod-ch-13,Food,Chinese (China),¿Qué comida callejera les gusta comer a las personas de España?,What street food do people from Spain like to eat?
108,Jod-ch-15,Food,Chinese (China),¿Qué tipo de mariscos les gusta comer a las personas de España?,What kind of seafood do people from Spain like to eat?
109,Jod-ch-16,Holidays/Celebration/Leisure,Chinese (China),¿Cuál es el festival más grande de España?,What is the biggest festival in Spain?
110,Jod-ch-28,Holidays/Celebration/Leisure,Chinese (China),¿Cuál es el medio de transporte público más utilizado por las personas para viajar entre ciudades en España?,What is the most commonly used public transport by people when travelling between cites in Spain?
111,Jod-ch-30,Holidays/Celebration/Leisure,Chinese (China),¿Cuáles son las decoraciones o símbolos específicos asociados con el festival más grande de España?,What are the specific decorations or symbols associated with the most biggest festival in Spain?
112,Jod-ch-37,Sport,Chinese (China),¿Qué deportes les gusta ver más a las mujeres en España?,What sports do women like to watch the most in Spain?
113,Jod-ch-38,Sport,Chinese (China),¿Qué deportes prefieren ver más los hombres en España?,What sports do men like to watch the most in Spain?
114,Jod-ch-41,Holidays/Celebration/Leisure,Chinese (China),¿Cuál es la actividad de ocio común en la que participan las mujeres de unos 20 años en España?,What is the common leisure activity that females in their 20s in Spain engage in?
115,Jod-ch-42,Holidays/Celebration/Leisure,Chinese (China),¿Cuál es la actividad de ocio común en la que participan los hombres de unos 20 años en España?,What is the common leisure activity that males in their 20s in Spain engage in?
116,Jod-ch-46,Work life,Chinese (China),"¿Cuánto tiempo (en horas) suele durar la pausa que la gente hace después de comer entre semana en España? (Proporciona la respuesta en números con hasta un decimal (p. ej., 2, 3.5).)","How long (in hours) do people usually take a break after lunch on a weekday in Spain? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
117,Jod-ch-48,Work life,Chinese (China),¿Qué comen las personas para almorzar durante los días laborables en España?,What do people eat for lunch during the working days in Spain?
118,Jod-ch-50,Work life,Chinese (China),"¿Cuál es el tiempo medio de desplazamiento (en minutos) para ir a trabajar en España? (indicar sólo con un número (por ejemplo, 1).)","What is the average commute time (in minutes) for people in Spain? (Provide Arabic numerals (e.g., 1) only.)"
119,Jod-ch-51,Work life,Chinese (China),¿Cuál es el medio de transporte más común que la gente utiliza para ir al trabajo en España?,What is the most common transportation that people take to get to work in Spain?
120,Jod-ch-54,Work life,Chinese (China),"¿Cuántos días dura el permiso por matrimonio en España? (Proporciona la respuesta en números, por ejemplo, 12.)","How long (in days) is the marriage leave in Spain? (Provide Arabic numerals (e.g., 12) only.)"
121,Jod-ch-56,Work life,Chinese (China),"¿Cuál es la edad de jubilación típica para las mujeres en España? (Porporciona la respuesta en números (por ejemplo, 12).)","What is the typical retirement age for women in Spain? (Provide Arabic numerals (e.g., 12) only.)"
122,Jod-ch-57,Work life,Chinese (China),"¿Cuál es la edad de jubilación típica para los hombres en España? (Porporciona la respuesta en números (por ejemplo, 12).)","What is the typical retirement age for men in Spain? (Provide Arabic numerals (e.g., 12) only.)"
123,Jod-ch-58,Work life,Chinese (China),¿Cuál es la profesión más respetada en España?,Which profession is the most respected in Spain?
124,Jod-ch-60,Work life,Chinese (China),¿Cuál es la duración (en horas) de una jornada laboral típica en España? (Porporciona la respuesta en números (0~24).),What is the duration (in hours) of a typical workday in Spain? (Provide Arabic numerals (0~24) only.)
125,Jod-ch-61,Work life,Chinese (China),¿Cuál es la ocupación más preferida entre las mujeres en España?,Which occupation is most preferred among females in Spain?
126,Jod-ch-62,Work life,Chinese (China),¿Cuál es la ocupación más preferida entre los hombres en España?,Which occupation is most preferred among males in Spain?
127,Ki-pe-17,Education,Persian (Iran),"¿Hasta qué nivel suelen estudiar los estudiantes en España de media? (por ejemplo, primaria, secundaria)","On average, how far do students typically pursue their education in Spain? (e.g., elementary, high school)"
128,Ki-pe-24,Education,Persian (Iran),¿Qué idioma se enseña en las escuelas de España además del inglés?,What language is taught in schools in Spain besides English?
129,Ki-pe-30,Education,Persian (Iran),¿Qué días de la semana están cerradas las escuelas en España?,What days of the week are schools closed in Spain?
130,Ki-pe-32,Food,Persian (Iran),¿Qué comida suelen preparar los anfitriones para los invitados en España?,What food do the hosts usually prepare for the guests in Spain?
131,Ki-pe-34,Food,Persian (Iran),¿Cuál es la bebida habitual en el desayuno en España?,What is the usual drink in the breakfast in Spain?
132,Ki-pe-36,Food,Persian (Iran),"Exceptuando la comida originaria de España, ¿qué cocina (de qué país) es más popular en España?","Except the food original from Spain, which country's food is more popular in Spain?"
133,Ki-pe-39,Food,Persian (Iran),¿Qué comida se suele preparar para un picnic familiar en España?,What food is usually prepared for a family picnic in Spain?
134,Ki-pe-40,Food,Persian (Iran),¿Qué comida de España se considera asquerosa por el resto del mundo?,Which food from Spain is considered disgusting by the rest of the world?
135,Ki-pe-43,Food,Persian (Iran),¿Cómo se llama el pan popular en España?,What is the name of the popular bread in Spain?
136,Ki-pe-51,Work life,Persian (Iran),"¿A qué hora cierran las oficinas gubernamentales en España? (Indicar en formato HH:MM, por ejemplo, 18:00, 09:00).","What time of day are government offices closed in Spain? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
137,Ki-pe-53,Work life,Persian (Iran),"¿Cuál es la hora de inicio habitual de las oficinas gubernamentales en España? (Indicar en formato HH:MM, por ejemplo, 18:00, 09:00).","What is the normal start time of government offices in Spain? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
138,Kik-in-01,Holidays/Celebration/Leisure,Indonesian (Indonesia),¿Qué festivo nacional tiene la mayor duración en España?,What national holiday has the longest duration in Spain?
139,Kik-in-02,Holidays/Celebration/Leisure,Indonesian (Indonesia),¿Cuáles son las actividades comunes que la gente de España realiza para celebrar el día de la Independencia?,What are the common activities people from Spain do to celebrate Independence day?
140,Kik-in-04,Holidays/Celebration/Leisure,Indonesian (Indonesia),¿Qué se instala frente a la casa cuando muere un miembro de la familia en España?,What is installed in front of the house when a family member dies in Spain?
141,Kik-in-05,Holidays/Celebration/Leisure,Indonesian (Indonesia),¿Cuándo se suele celebrar una fiesta o ceremonia de embarazo en España?,When is a pregnancy celebration or ceremony usually held in Spain?
142,Kik-in-06,Holidays/Celebration/Leisure,Indonesian (Indonesia),¿Qué evento se suele celebrar antes de una boda en España?,What event is usually held before a wedding in Spain?
143,Kik-in-07,Holidays/Celebration/Leisure,Indonesian (Indonesia),¿Qué se suele compartir con los niños durante el Año Nuevo Lunar en España?,What is usually shared to the children during (Lunar) New Year in Spain?
144,Kik-in-08,Holidays/Celebration/Leisure,Indonesian (Indonesia),¿Qué actividades se suelen realizar en España los días previos al Ramadán?,What activities are usually done days before Ramadan in Spain?
145,Kik-in-10,Holidays/Celebration/Leisure,Indonesian (Indonesia),¿Cuál es la atracción turística más popular para los visitantes extranjeros en España?,What is the most popular tourist attraction for foreign visitors in Spain?
146,Kik-in-11,Holidays/Celebration/Leisure,Indonesian (Indonesia),"¿Cuáles son los lugares religiosos (templo, iglesia, etc.) más populares para el turismo en España?","What is the most popular religious sites (temple, church, etc.) for tourism in Spain?"
147,Kik-in-15,Holidays/Celebration/Leisure,Indonesian (Indonesia),¿Qué ropa suelen llevar las mujeres en la ceremonia de graduación en España?,What clothes do women usually wear on graduation commencement ceremony in Spain?
148,Kik-in-16,Food,Indonesian (Indonesia),¿Qué bebida se consume comúnmente en España cuando hace frío?,What drink is commonly consumed in Spain when the weather is cold?
149,Kik-in-17,Food,Indonesian (Indonesia),¿Qué fruta se vende y se encuentra más comúnmente durante el Ramadán en España?,What fruit is more commonly sold and found during Ramadan in Spain?
150,Kik-in-24,Food,Indonesian (Indonesia),¿Qué carbohidrato se suele servir con el pollo en un restaurante de comida rápida en España?,What carbohydrate is usually served with chicken in a fast-food restaurant in Spain?
151,Kik-in-31,Sport,Indonesian (Indonesia),¿Cuál es el deporte de artes marciales más famoso en España?,What is the most famous martial art sports in Spain?
152,Kik-in-34,Sport,Indonesian (Indonesia),¿Qué deportes se emiten a menudo en la televisión nacional en España?,What sports are often broadcasted on national television in Spain?
153,Kik-in-35,Sport,Indonesian (Indonesia),¿Qué deportes fueron populares entre la gente de España durante la pandemia de COVID-19?,What sports were popular among people from Spain during the COVID-19 pandemic?
154,Kik-in-36,Sport,Indonesian (Indonesia),¿Quién es el entrenador de fútbol más popular en España?,Who is the most popular soccer coach in Spain?
155,Kik-in-37,Sport,Indonesian (Indonesia),¿Qué equipos de fútbol en España son famosos por su intensa rivalidad? (p. ej. ___ vs ___),What soccer teams in Spain are famous for their intense rivalry? (e.g. ___ vs ___)
156,Kik-in-38,Sport,Indonesian (Indonesia),¿Cómo se llaman los aficionados al fútbol en España que son famosos por su intensa rivalidad? (p. ej. ___ contra ___),What are the names of soccer supporters in Spain who are famous for their intense rivalry? (e.g. ___ vs ___)
157,Kik-in-40,Sport,Indonesian (Indonesia),¿Quién es el jugador de bádminton masculino más famoso de España?,Who is the most famous male badminton player in Spain?
158,Kik-in-41,Sport,Indonesian (Indonesia),¿Quién es la jugadora de bádminton más famosa de España?,Who is the most famous female badminton player in Spain?
159,Kik-in-44,Sport,Indonesian (Indonesia),¿Qué deporte recibe más apoyo del gobierno en España?,What sport gets the most support from the government in Spain?
160,Kik-in-45,Sport,Indonesian (Indonesia),¿Qué instalaciones deportivas suelen estar disponibles en los colegios de España?,What sports field facilities are usually available at schools in Spain?
161,Na-ko-02,Food,Korean (South Korea),¿Qué bebida de café disfrutan más comúnmente las personas en España?,What cafe beverage do people from Spain most commonly enjoy?
162,Na-ko-04,Food,Korean (South Korea),¿Cuál es la comida preferida para curar la resaca de la gente de España?,What is the preferred hangover cure food for people from Spain?
163,Na-ko-05,Food,Korean (South Korea),¿Cuál es la comida a domicilio típica en España?,What is the typical delivery food in Spain?
164,Na-ko-07,Food,Korean (South Korea),¿Qué tipo de carne es la más consumida por la gente de España?,What type of meat is consumed most by people from Spain?
165,Na-ko-08,Food,Korean (South Korea),¿Qué fruta comen a menudo las personas de España en la temporada de otoño?,What fruit do people from Spain often eat in the autumn season?
